Method name: DD 96well 48hr 20min interval (Modified),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,15599.122,36.2,2.9778,0.0416,0.0424,0.0422,0.0415,0.0415,0.0431,0.0411,0.042,0.0427,0.0416,0.0424,0.0416,0.2132,0.269,0.2432,0.1795,0.1776,0.1222,0.169,0.1605,0.1398,0.1424,0.0419,0.0431,0.2478,0.3083,0.2706,0.2445,0.2675,0.1278,0.1792,0.1601,0.1383,0.1509,0.0426,0.042,0.2373,0.3161,0.2724,0.2052,0.2443,0.1091,0.1388,0.1399,0.1444,0.152,0.0413,0.0423,0.1933,0.2131,0.2553,0.222,0.2335,0.0937,0.1271,0.1492,0.1454,0.1347,0.0415,0.0418,0.2811,0.2912,0.2638,0.2323,0.2578,0.1045,0.1371,0.1457,0.1415,0.1316,0.0414,0.0424,0.2457,0.2515,0.2671,0.2759,0.2749,0.1422,0.1486,0.1385,0.1547,0.1551,0.0418,0.0428,0.0432,0.042,0.0425,0.0432,0.0421,0.0418,0.0419,0.0418,0.0432,0.0418,0.0418
15,16799.126,36.2,2.9623,0.0417,0.0425,0.0423,0.0413,0.0417,0.043,0.0412,0.0418,0.0427,0.0417,0.0425,0.0416,0.2367,0.3034,0.2739,0.2012,0.2006,0.1281,0.1774,0.1676,0.1467,0.1501,0.0418,0.0431,0.2794,0.3525,0.3076,0.2696,0.3041,0.1347,0.1867,0.1676,0.1449,0.1573,0.0426,0.0422,0.2644,0.3584,0.3106,0.2317,0.2773,0.1143,0.1468,0.1463,0.1529,0.1596,0.0413,0.0423,0.2178,0.2411,0.2907,0.256,0.2677,0.0963,0.1329,0.1566,0.1525,0.141,0.0416,0.0419,0.3103,0.3283,0.2969,0.2733,0.2916,0.1063,0.1432,0.1521,0.1469,0.1376,0.0415,0.0425,0.2701,0.2841,0.3015,0.2976,0.3106,0.1492,0.1557,0.1449,0.1623,0.1634,0.0419,0.0432,0.0433,0.042,0.0426,0.0432,0.0422,0.0419,0.0418,0.0419,0.0433,0.0417,0.0418
16,17998.931,36.2,2.9684,0.0417,0.0424,0.0424,0.0415,0.0417,0.043,0.0411,0.0419,0.0427,0.0417,0.0424,0.0416,0.2628,0.3412,0.3119,0.2268,0.2272,0.1347,0.187,0.177,0.1539,0.1561,0.0418,0.0431,0.3149,0.4008,0.3491,0.3023,0.3425,0.1418,0.1983,0.1742,0.1528,0.1646,0.0425,0.0419,0.3018,0.3993,0.3504,0.2652,0.3173,0.1195,0.1532,0.1529,0.1612,0.1669,0.0413,0.0424,0.2459,0.2746,0.3292,0.2928,0.3028,0.099,0.1388,0.1639,0.1591,0.1465,0.0417,0.0418,0.3433,0.3687,0.3323,0.3013,0.3252,0.1102,0.1478,0.1573,0.1527,0.1418,0.0414,0.0425,0.2958,0.3222,0.3411,0.3287,0.3463,0.1532,0.1631,0.1515,0.1706,0.1714,0.0419,0.0433,0.0433,0.042,0.0426,0.0433,0.0421,0.0418,0.0419,0.0417,0.0431,0.0419,0.0419
17,19198.947,36,2.9567,0.0417,0.0424,0.0424,0.0415,0.0414,0.0431,0.0412,0.042,0.0429,0.0418,0.0424,0.0417,0.2959,0.3837,0.352,0.261,0.2573,0.1402,0.1954,0.1827,0.1603,0.1642,0.0419,0.0432,0.3459,0.4443,0.3903,0.3318,0.3824,0.147,0.2052,0.1815,0.1585,0.1721,0.0426,0.042,0.3336,0.4455,0.3934,0.2975,0.3575,0.1232,0.1591,0.159,0.169,0.1742,0.0413,0.0423,0.2763,0.3108,0.371,0.3321,0.3414,0.102,0.1449,0.1696,0.1654,0.1536,0.0415,0.0419,0.3758,0.407,0.3739,0.3412,0.3713,0.1117,0.1551,0.1649,0.1596,0.1492,0.0415,0.0426,0.3265,0.3606,0.3811,0.3581,0.3867,0.1573,0.1706,0.1573,0.1783,0.1789,0.0418,0.0433,0.0433,0.042,0.0427,0.0432,0.0422,0.0418,0.0417,0.0419,0.0431,0.0418,0.0417
18,20398.825,36,2.953,0.0417,0.0423,0.0425,0.0414,0.0415,0.043,0.0413,0.0419,0.0429,0.0417,0.0424,0.0415,0.3316,0.4239,0.3885,0.2975,0.2892,0.146,0.2038,0.1895,0.1663,0.1696,0.0419,0.0432,0.3881,0.4906,0.4343,0.3726,0.426,0.1539,0.214,0.1898,0.1645,0.1786,0.0425,0.042,0.3788,0.4848,0.4367,0.3382,0.4011,0.1278,0.1661,0.1652,0.1752,0.1806,0.0415,0.0423,0.314,0.3484,0.414,0.3817,0.3857,0.1041,0.1511,0.1774,0.1708,0.1585,0.0416,0.0417,0.4174,0.4494,0.4178,0.3895,0.4147,0.1138,0.1603,0.1699,0.1646,0.1545,0.0414,0.0425,0.358,0.4017,0.4206,0.3908,0.4281,0.1617,0.1779,0.1636,0.1848,0.1853,0.042,0.0432,0.0433,0.0421,0.0426,0.0432,0.0421,0.0417,0.0419,0.0419,0.0432,0.0418,0.042
19,21598.843,36,2.9378,0.0419,0.0424,0.0425,0.0416,0.0416,0.0432,0.0412,0.0418,0.0429,0.0417,0.0426,0.0415,0.3708,0.4551,0.424,0.3396,0.3268,0.1542,0.2129,0.1982,0.1724,0.1762,0.0419,0.0432,0.4308,0.5263,0.4667,0.4184,0.4739,0.1602,0.2242,0.1961,0.171,0.1865,0.0427,0.0422,0.4246,0.522,0.4729,0.3801,0.4478,0.1319,0.1733,0.1715,0.182,0.1888,0.0413,0.0423,0.3545,0.3879,0.4499,0.4284,0.4282,0.1073,0.1574,0.1832,0.1779,0.1641,0.0414,0.0417,0.4596,0.4835,0.4526,0.4351,0.4584,0.1167,0.1663,0.1763,0.1707,0.1604,0.0416,0.0424,0.397,0.435,0.4546,0.4226,0.4692,0.164,0.1842,0.1693,0.1919,0.1919,0.0419,0.0431,0.0433,0.0421,0.0425,0.0431,0.0421,0.0418,0.0418,0.0419,0.0431,0.0417,0.0418
20,22798.852,36,3.0104,0.042,0.0422,0.0424,0.0415,0.0416,0.043,0.0414,0.0418,0.0427,0.0417,0.0425,0.0416,0.412,0.4821,0.4487,0.3782,0.362,0.1604,0.2207,0.2043,0.1768,0.1827,0.042,0.0433,0.4747,0.5549,0.496,0.4609,0.5078,0.1661,0.233,0.204,0.1769,0.1931,0.0427,0.0422,0.4743,0.5558,0.5008,0.4181,0.4868,0.1359,0.18,0.178,0.1893,0.1963,0.0413,0.0423,0.398,0.4201,0.4797,0.4745,0.4688,0.1097,0.1636,0.1897,0.1833,0.1708,0.0414,0.0416,0.5039,0.511,0.4794,0.4733,0.4951,0.1196,0.1724,0.1826,0.1774,0.1651,0.0415,0.0426,0.439,0.4616,0.4818,0.4564,0.5035,0.169,0.1913,0.1751,0.1985,0.1998,0.0419,0.0431,0.0432,0.0419,0.0425,0.0433,0.042,0.0418,0.0419,0.0418,0.0431,0.0419,0.042
21,23998.738,37,3.0099,0.0419,0.0422,0.0424,0.0415,0.0416,0.0431,0.0413,0.042,0.0427,0.0416,0.0425,0.0416,0.446,0.5008,0.4705,0.4141,0.3881,0.1683,0.2298,0.2104,0.1838,0.1886,0.0418,0.0432,0.5115,0.5774,0.5204,0.5001,0.5342,0.1702,0.2399,0.2108,0.1824,0.1995,0.0427,0.0421,0.5123,0.5823,0.526,0.4525,0.5214,0.1405,0.1858,0.1846,0.1951,0.2026,0.0412,0.0422,0.439,0.4455,0.5017,0.5108,0.5019,0.1119,0.17,0.1964,0.1891,0.1765,0.0414,0.0416,0.5423,0.5344,0.5029,0.5081,0.5291,0.1202,0.1779,0.1883,0.1824,0.1703,0.0416,0.0424,0.4733,0.4878,0.5038,0.4904,0.5364,0.1745,0.1982,0.1807,0.2063,0.2065,0.042,0.0432,0.0432,0.0421,0.0425,0.0431,0.0421,0.0418,0.0418,0.0419,0.0432,0.0418,0.0419
22,25198.703,37.3,3.0078,0.0417,0.0424,0.0424,0.0415,0.0416,0.0431,0.0412,0.0418,0.0427,0.0416,0.0425,0.0415,0.4724,0.5158,0.4824,0.4419,0.4105,0.175,0.2367,0.2172,0.1887,0.1937,0.0418,0.0431,0.5377,0.5965,0.5334,0.5308,0.5552,0.1741,0.2477,0.2171,0.1874,0.2054,0.0426,0.0421,0.5467,0.6038,0.5446,0.48,0.5493,0.1435,0.1911,0.19,0.2021,0.2096,0.0413,0.0421,0.4705,0.4691,0.5179,0.5405,0.5265,0.1142,0.1751,0.2028,0.1946,0.183,0.0415,0.0418,0.572,0.5556,0.5195,0.5379,0.5539,0.1217,0.1839,0.1937,0.188,0.1761,0.0416,0.0425,0.4996,0.5055,0.5203,0.5162,0.5614,0.1775,0.2057,0.1855,0.2139,0.2139,0.0418,0.0431,0.0434,0.042,0.0425,0.0432,0.0421,0.0419,0.0418,0.0418,0.0432,0.0417,0.0417
23,26398.552,37.5,3.0112,0.0418,0.0422,0.0424,0.0415,0.0417,0.0431,0.0412,0.0418,0.0427,0.0417,0.0425,0.0415,0.4955,0.5288,0.4946,0.4712,0.4288,0.1811,0.2455,0.225,0.1939,0.1992,0.0418,0.0432,0.5648,0.61,0.5465,0.5634,0.576,0.1798,0.2567,0.2241,0.1939,0.2116,0.0426,0.0421,0.5733,0.6204,0.5578,0.5038,0.5695,0.1482,0.1972,0.1956,0.2087,0.2156,0.0414,0.042,0.4963,0.4844,0.5338,0.5681,0.5464,0.1166,0.1819,0.2093,0.2013,0.1893,0.0416,0.0417,0.6012,0.5728,0.5321,0.561,0.5751,0.1247,0.1894,0.1998,0.1946,0.1808,0.0415,0.0425,0.5224,0.5214,0.5344,0.5404,0.583,0.181,0.2124,0.1916,0.2216,0.2208,0.042,0.0432,0.0434,0.042,0.0427,0.0433,0.042,0.0418,0.0418,0.0418,0.0432,0.0417,0.0416
24,27598.513,37.6,3.0146,0.0419,0.0426,0.0424,0.0414,0.0416,0.0431,0.0413,0.0419,0.0426,0.0416,0.0425,0.0416,0.5119,0.5416,0.5044,0.4957,0.443,0.1872,0.2564,0.2331,0.2005,0.2048,0.0417,0.0431,0.5918,0.6246,0.5599,0.5868,0.5923,0.1868,0.2659,0.2323,0.2012,0.2199,0.0425,0.0421,0.5924,0.6325,0.5691,0.5224,0.5856,0.1522,0.203,0.2012,0.214,0.2217,0.0414,0.0424,0.5202,0.4985,0.5458,0.5938,0.564,0.1191,0.1887,0.2158,0.2086,0.1952,0.0414,0.0419,0.6251,0.5856,0.5444,0.5821,0.5904,0.1271,0.1943,0.2052,0.2005,0.1853,0.0416,0.0425,0.5483,0.5354,0.5469,0.5625,0.6005,0.1864,0.2205,0.1973,0.2285,0.2272,0.042,0.0433,0.0434,0.042,0.0426,0.0432,0.0421,0.0418,0.0417,0.0419,0.0432,0.0418,0.0417
25,28798.59,37.7,3.0344,0.042,0.0425,0.0423,0.0417,0.0417,0.0431,0.0413,0.042,0.0428,0.0417,0.0427,0.0416,0.5289,0.5523,0.5154,0.5192,0.4551,0.1952,0.2668,0.2418,0.2086,0.2128,0.0418,0.0432,0.6133,0.6361,0.5709,0.6088,0.6054,0.1919,0.2751,0.2397,0.2066,0.2283,0.0424,0.0422,0.6156,0.645,0.5822,0.5419,0.6031,0.1597,0.2114,0.2091,0.2226,0.2303,0.0413,0.0424,0.5637,0.5103,0.5565,0.6135,0.5804,0.1212,0.1959,0.2235,0.2155,0.2026,0.0416,0.0419,0.6466,0.5981,0.5555,0.6002,0.6066,0.1288,0.2006,0.2118,0.2068,0.1908,0.0415,0.0426,0.566,0.5462,0.5593,0.583,0.6137,0.1909,0.2285,0.2043,0.2358,0.2346,0.0419,0.0433,0.0436,0.0421,0.0427,0.0433,0.0423,0.0419,0.0419,0.0419,0.0432,0.0417,0.0421
26,29998.367,37.9,3.0315,0.0418,0.0426,0.0424,0.0414,0.0415,0.043,0.0411,0.0418,0.0426,0.0416,0.0426,0.0415,0.5455,0.5601,0.5207,0.5334,0.4663,0.202,0.2744,0.2499,0.2159,0.2184,0.0417,0.043,0.63,0.6446,0.579,0.6257,0.616,0.1976,0.2849,0.2476,0.2122,0.2368,0.0425,0.0421,0.6305,0.6548,0.591,0.5542,0.6133,0.1623,0.2175,0.2149,0.2298,0.2382,0.0412,0.0423,0.5573,0.5202,0.5655,0.6305,0.5901,0.1232,0.2021,0.2312,0.2235,0.2119,0.0413,0.0418,0.6624,0.608,0.5645,0.6201,0.6194,0.1301,0.2074,0.2182,0.2139,0.1975,0.0415,0.0425,0.5823,0.5558,0.5674,0.5957,0.6263,0.1946,0.2356,0.2102,0.2446,0.2447,0.0418,0.0431,0.0432,0.0419,0.0423,0.0432,0.0422,0.0418,0.0418,0.0417,0.043,0.0416,0.0417
27,31198.325,37.7,3.0209,0.042,0.0425,0.0424,0.0415,0.0416,0.0431,0.0413,0.0419,0.0427,0.0417,0.0425,0.0416,0.5575,0.5689,0.5302,0.5486,0.4755,0.21,0.2849,0.2585,0.224,0.2267,0.0419,0.0431,0.6454,0.6549,0.5876,0.6408,0.6271,0.2046,0.2957,0.2557,0.2187,0.2456,0.0426,0.0421,0.6456,0.6656,0.6003,0.5678,0.6242,0.167,0.2244,0.2218,0.2382,0.2471,0.0413,0.0423,0.5724,0.5298,0.5751,0.6462,0.6003,0.1259,0.2089,0.2383,0.2309,0.2203,0.0416,0.0418,0.679,0.618,0.574,0.6333,0.6313,0.1321,0.2142,0.2254,0.221,0.2045,0.0415,0.0426,0.5974,0.5649,0.5766,0.6095,0.6375,0.1977,0.2439,0.2169,0.2556,0.2535,0.0419,0.0432,0.0435,0.0422,0.0426,0.0432,0.0422,0.0418,0.0418,0.0418,0.0431,0.0417,0.0418
28,32398.401,37.9,3.0098,0.0418,0.0423,0.0423,0.0414,0.0414,0.0431,0.0412,0.0419,0.0427,0.0416,0.0426,0.0416,0.5706,0.5748,0.5367,0.5591,0.4807,0.2158,0.2931,0.2668,0.2296,0.2337,0.0417,0.0431,0.6552,0.661,0.5947,0.6511,0.6342,0.2097,0.3044,0.2649,0.2249,0.2549,0.0425,0.0422,0.6571,0.6736,0.6075,0.5795,0.6343,0.1713,0.2317,0.2294,0.2476,0.2564,0.0413,0.0423,0.5836,0.5372,0.5822,0.6577,0.6088,0.1289,0.216,0.2461,0.2396,0.2284,0.0414,0.0417,0.6907,0.6249,0.581,0.6452,0.6414,0.1338,0.2213,0.2324,0.2266,0.2108,0.0414,0.0424,0.6084,0.5724,0.5819,0.62,0.647,0.2007,0.2529,0.223,0.2646,0.2626,0.0417,0.0431,0.0433,0.0419,0.0425,0.0431,0.0422,0.0417,0.0418,0.0418,0.0431,0.0417,0.0418
29,33598.14,37.7,3.0131,0.0419,0.0426,0.0423,0.0415,0.0414,0.043,0.0412,0.0417,0.0427,0.0418,0.0424,0.0416,0.5766,0.5834,0.5435,0.5735,0.4914,0.2229,0.3063,0.2764,0.2376,0.2404,0.0419,0.0431,0.6695,0.671,0.6029,0.6647,0.6451,0.2168,0.3157,0.2741,0.2323,0.2649,0.0424,0.042,0.6703,0.6814,0.6155,0.5911,0.6434,0.1761,0.2396,0.2367,0.2547,0.2634,0.0412,0.0421,0.5991,0.5456,0.5895,0.6699,0.6182,0.1326,0.2232,0.2547,0.2466,0.2372,0.0415,0.0417,0.7051,0.634,0.5863,0.6574,0.6493,0.1379,0.2277,0.2396,0.2326,0.215,0.0414,0.0425,0.6197,0.5794,0.5903,0.6333,0.6542,0.2043,0.261,0.2296,0.2746,0.2702,0.0418,0.0433,0.0434,0.0421,0.0427,0.0432,0.0421,0.0419,0.0419,0.0418,0.0431,0.0417,0.042
30,34797.149,37.6,3.0298,0.0419,0.0425,0.0424,0.0415,0.0414,0.0429,0.0412,0.0418,0.0428,0.0418,0.0424,0.0416,0.5871,0.5893,0.5486,0.5819,0.4966,0.229,0.3166,0.2865,0.2441,0.2491,0.042,0.0431,0.6781,0.6763,0.6087,0.6734,0.6518,0.2227,0.3263,0.2823,0.2378,0.2758,0.0427,0.0421,0.6786,0.6875,0.6213,0.5994,0.6494,0.1792,0.2465,0.2438,0.2645,0.2724,0.0413,0.0421,0.6054,0.5508,0.5952,0.679,0.6248,0.1359,0.2307,0.2619,0.2537,0.2453,0.0415,0.0418,0.7141,0.6401,0.5952,0.6667,0.6573,0.14,0.2345,0.2465,0.2377,0.222,0.0414,0.0426,0.6284,0.5853,0.5961,0.6411,0.6618,0.2061,0.269,0.236,0.2852,0.2805,0.0418,0.0433,0.0434,0.042,0.0426,0.0433,0.0422,0.0418,0.0419,0.0417,0.0432,0.0417,0.0417
31,35998.203,37.6,3.0205,0.0418,0.0425,0.0423,0.0414,0.0414,0.0429,0.0412,0.0417,0.0427,0.0416,0.0427,0.0415,0.5931,0.5952,0.5536,0.5906,0.5033,0.2345,0.3273,0.2948,0.2515,0.257,0.0418,0.0431,0.6876,0.6812,0.6145,0.6829,0.6588,0.228,0.337,0.2913,0.2436,0.2859,0.0426,0.0422,0.6862,0.6944,0.6265,0.6068,0.6558,0.1814,0.2531,0.2506,0.2716,0.2795,0.0412,0.0422,0.6166,0.5565,0.601,0.6898,0.6318,0.1397,0.2382,0.2711,0.2624,0.2517,0.0415,0.0418,0.7231,0.6454,0.6,0.6744,0.6633,0.1413,0.2412,0.2526,0.2416,0.2276,0.0415,0.0423,0.6376,0.5912,0.601,0.6484,0.6677,0.208,0.2775,0.2421,0.2927,0.2877,0.0418,0.0432,0.0434,0.042,0.0426,0.0432,0.0421,0.0417,0.0418,0.0418,0.0432,0.0417,0.042
32,37197.911,37.5,3.0185,0.0418,0.0426,0.0424,0.0416,0.0417,0.043,0.0412,0.0419,0.0427,0.0417,0.0424,0.0416,0.5981,0.6005,0.5596,0.6011,0.5097,0.2414,0.3404,0.3044,0.259,0.2656,0.0417,0.0433,0.6991,0.6882,0.6205,0.6922,0.6671,0.2353,0.3486,0.3008,0.2503,0.295,0.0427,0.0421,0.6954,0.6988,0.6336,0.6166,0.6645,0.1868,0.2618,0.2592,0.2808,0.2882,0.0414,0.0423,0.6265,0.5639,0.6081,0.7007,0.6394,0.1442,0.2468,0.2792,0.2703,0.2585,0.0416,0.0417,0.7329,0.6525,0.6049,0.6832,0.6692,0.145,0.2477,0.2603,0.2483,0.2326,0.0416,0.0425,0.6457,0.5976,0.6078,0.6584,0.6737,0.2102,0.2869,0.2491,0.3012,0.2956,0.042,0.0433,0.0435,0.0421,0.0426,0.0432,0.0423,0.0418,0.0419,0.0419,0.0432,0.0418,0.0418
33,38397.966,37.5,3.0056,0.0419,0.0425,0.0424,0.0417,0.0416,0.043,0.0413,0.0419,0.0428,0.0417,0.0426,0.0417,0.6045,0.6049,0.5635,0.6066,0.5129,0.2465,0.3495,0.3139,0.2653,0.2737,0.0417,0.0432,0.7046,0.6924,0.625,0.6986,0.6726,0.239,0.3594,0.3093,0.2557,0.3058,0.0425,0.0421,0.7027,0.7039,0.6377,0.6236,0.6708,0.1906,0.2699,0.2669,0.2885,0.2982,0.0414,0.0424,0.6322,0.5676,0.6119,0.7057,0.6446,0.1475,0.2538,0.287,0.2786,0.266,0.0416,0.0417,0.7385,0.657,0.6092,0.6887,0.675,0.1462,0.2553,0.2666,0.2545,0.2407,0.0415,0.0426,0.6523,0.6026,0.6117,0.6646,0.6805,0.2118,0.2953,0.2558,0.3046,0.3045,0.0418,0.0435,0.0436,0.042,0.0425,0.0433,0.0423,0.0419,0.0418,0.0418,0.0431,0.0418,0.0418
